PharmGKB Accession Id	NCBI Gene ID	HGNC ID	Ensembl Id	Name	Symbol	Alternate Names	Alternate Symbols	Is VIP	Has Variant Annotation	Cross-references	Has CPIC Dosing Guideline	Chromosome	Chromosomal Start - GRCh37	Chromosomal Stop - GRCh37	Chromosomal Start - GRCh38	Chromosomal Stop - GRCh38
PA144596371	677780	HGNC:32568	ENSG00000251898	small Cajal body-specific RNA 11	SCARNA11		ACA57	Yes	No	Ensembl:ENSG00000251898, GeneCard:SCARNA11, HGNC:HGNC:32568, NCBI Gene:677780, RefSeq DNA:NT_009759, RefSeq RNA:NR_003012	No	chr12	6690639	6690775	6581473	6581609
PA144596372	677777	HGNC:32569	ENSG00000238795	small Cajal body-specific RNA 12	SCARNA12		U89	Yes	No	Ensembl:ENSG00000238795, GeneCard:SCARNA12, HGNC:HGNC:32569, NCBI Gene:677777, RefSeq DNA:NT_009759, RefSeq RNA:NR_003010	No	chr12	7076500	7076769	6967337	6967606
PA144596373	677768	HGNC:32570	ENSG00000252481	small Cajal body-specific RNA 13	SCARNA13		U93	Yes	No	Ensembl:ENSG00000252481, GeneCard:SCARNA13, HGNC:HGNC:32570, NCBI Gene:677768, RefSeq DNA:NT_026437, RefSeq RNA:NR_003002	No	chr14	95999692	95999966	95533355	95533629
PA144596374	692149	HGNC:32571	ENSG00000252712	small Cajal body-specific RNA 14	SCARNA14		U100	Yes	No	Ensembl:ENSG00000252712, GeneCard:SCARNA14, HGNC:HGNC:32571, NCBI Gene:692149, RefSeq DNA:NT_010194, RefSeq RNA:NR_004388	No	chr15	66639544	66639680	66347206	66347342
PA144596375	677778	HGNC:32572	ENSG00000277864	small Cajal body-specific RNA 15	SCARNA15		ACA45	Yes	No	Ensembl:ENSG00000277864, GeneCard:SCARNA15, HGNC:HGNC:32572, NCBI Gene:677778, OMIM:612675, RefSeq DNA:NT_077661, RefSeq RNA:NR_003011	No	chr15	83424697	83424823	82755945	82756071
PA144596376	677781	HGNC:32573	ENSG00000275143	small Cajal body-specific RNA 16	SCARNA16		ACA47	Yes	No	Ensembl:ENSG00000275143, GeneCard:SCARNA16, HGNC:HGNC:32573, NCBI Gene:677781, RefSeq DNA:NT_010783, RefSeq RNA:NR_003013	No	chr17	75085389	75085575	77089307	77089493
PA144596377	677769	HGNC:32574	ENSG00000251992	small Cajal body-specific RNA 17	SCARNA17		U91, mgU12-22/U4-8	Yes	No	Ensembl:ENSG00000251992, GeneCard:SCARNA17, HGNC:HGNC:32574, NCBI Gene:677769, RefSeq DNA:NT_010966, RefSeq RNA:NR_003003	No	chr18	47340393	47340813	49814023	49814443
PA144596378	677765	HGNC:32559	ENSG00000238835	small Cajal body-specific RNA 18	SCARNA18		U109	Yes	No	Ensembl:ENSG00000238835, GeneCard:SCARNA18, HGNC:HGNC:32559, NCBI Gene:677765, OMIM:611329, RefSeq DNA:NT_006713, RefSeq RNA:NR_003139	No	chr5	82360023	82360156	83064204	83064337
PA144596384	677766	HGNC:32558	ENSG00000278249	small Cajal body-specific RNA 2	SCARNA2		HBII-382, mgU2-25/61	Yes	No	Ensembl:ENSG00000278249, GeneCard:SCARNA2, HGNC:HGNC:32558, NCBI Gene:677766, RefSeq DNA:NT_032977, RefSeq RNA:NR_003023	No	chr1	109642815	109643234	109100193	109100612
PA144596379	677681	HGNC:32578	ENSG00000252577	small Cajal body-specific RNA 20	SCARNA20		ACA66	Yes	No	Ensembl:ENSG00000252577, GeneCard:SCARNA20, HGNC:HGNC:32578, NCBI Gene:677681, RefSeq DNA:NT_010783, RefSeq RNA:NR_002999	No	chr17	58308877	58309006	60231516	60231645
PA144596380	677763	HGNC:32579	ENSG00000252835	small Cajal body-specific RNA 21	SCARNA21		ACA68	Yes	No	Ensembl:ENSG00000252835, GeneCard:SCARNA21, HGNC:HGNC:32579, NCBI Gene:677763, RefSeq DNA:NT_010718, RefSeq RNA:NR_003000	No	chr17	7809441	7809578	7906123	7906260
PA144596381	677770	HGNC:32580	ENSG00000249784	small Cajal body-specific RNA 22	SCARNA22		ACA11	Yes	No	Ensembl:ENSG00000249784, GeneCard:SCARNA22, HGNC:HGNC:32580, NCBI Gene:677770, RefSeq DNA:NT_006051, RefSeq RNA:NR_003004	No	chr4	1976363	1976487	1974636	1974760
PA144596382	677773	HGNC:32581	ENSG00000251869	small Cajal body-specific RNA 23	SCARNA23		ACA12	Yes	No	Ensembl:ENSG00000251869, GeneCard:SCARNA23, HGNC:HGNC:32581, NCBI Gene:677773, RefSeq DNA:NT_167197, RefSeq RNA:NR_003007	No	chrX	24762558	24762687	24744441	24744570
PA162402513	100124533	HGNC:33614		small Cajal body-specific RNA 27	SCARNA27			Yes	No	GeneCard:SCARNA27, HGNC:HGNC:33614, NCBI Gene:100124533, RefSeq DNA:NT_007592, RefSeq RNA:NR_003703	No	chr6	8086641	8086766	8086408	8086533
PA144596363	677679	HGNC:32577	ENSG00000252906	small Cajal body-specific RNA 3	SCARNA3		HBI-100	Yes	No	Ensembl:ENSG00000252906, GeneCard:SCARNA3, HGNC:HGNC:32577, NCBI Gene:677679, RefSeq DNA:NT_004487, RefSeq RNA:NR_002998	No	chr1	175937533	175937676	175968397	175968540
PA144596364	677771	HGNC:32560	ENSG00000280466	small Cajal body-specific RNA 4	SCARNA4		ACA26	Yes	No	Ensembl:ENSG00000280466, GeneCard:SCARNA4, HGNC:HGNC:32560, NCBI Gene:677771, RefSeq DNA:NT_004487, RefSeq RNA:NR_003005	No	chr1	155895749	155895877	155925958	155926086
PA144596365	677775	HGNC:32561	ENSG00000252010	small Cajal body-specific RNA 5	SCARNA5		U87	Yes	No	Ensembl:ENSG00000252010, GeneCard:SCARNA5, HGNC:HGNC:32561, NCBI Gene:677775, RefSeq DNA:NT_005120, RefSeq RNA:NR_003008	No	chr2	234184372	234184649	233275726	233276003
PA144596366	677772	HGNC:32562	ENSG00000251791	small Cajal body-specific RNA 6	SCARNA6		U88	Yes	No	Ensembl:ENSG00000251791, GeneCard:SCARNA6, HGNC:HGNC:32562, NCBI Gene:677772, RefSeq DNA:NT_005120, RefSeq RNA:NR_003006	No	chr2	234197322	234197587	233288676	233288941
PA144596367	677767	HGNC:32563	ENSG00000238741	small Cajal body-specific RNA 7	SCARNA7		U90	Yes	No	Ensembl:ENSG00000238741, GeneCard:SCARNA7, HGNC:HGNC:32563, NCBI Gene:677767, RefSeq DNA:NT_005612, RefSeq RNA:NR_003001	No	chr3	160232695	160233024	160514907	160515236
PA144596368	677776	HGNC:32564	ENSG00000251733	small Cajal body-specific RNA 8	SCARNA8		U92	Yes	No	Ensembl:ENSG00000251733, GeneCard:SCARNA8, HGNC:HGNC:32564, NCBI Gene:677776, RefSeq DNA:NT_008413, RefSeq RNA:NR_003009	No	chr9	19063654	19063784	19063656	19063786
PA144596369	619383	HGNC:32566	ENSG00000254911	small Cajal body-specific RNA 9	SCARNA9		Z32, mgU2-19/30	Yes	No	Ensembl:ENSG00000254911, GeneCard:SCARNA9, HGNC:HGNC:32566, NCBI Gene:619383, RefSeq DNA:NT_167190, RefSeq RNA:NR_002569	No	chr11	93454680	93455032	93721514	93721866
PA162402514	100158262	HGNC:33559		small Cajal body-specific RNA 9-like	SCARNA9L			Yes	No	GeneCard:SCARNA9L, HGNC:HGNC:33559, NCBI Gene:100158262, RefSeq DNA:NT_167197, RefSeq RNA:NR_023358	No	chrX	20154184	20154531	20136066	20136413
PA166352090	619207	HGNC:32411		scavenger receptor family member expressed on T cells 1	SCART1		CD163c-alpha	Yes	No	HGNC:HGNC:32411, NCBI Gene:619207	No		0	0	0	0
PA142670949	51097	HGNC:24275	ENSG00000143653	saccharopine dehydrogenase (putative)	SCCPDH		CGI-49, NET11	Yes	No	Comparative Toxicogenomics Database:51097, Ensembl:ENSG00000143653, GeneCard:SCCPDH, HGNC:HGNC:24275, HumanCyc Gene:HS13980, ModBase:Q8NBX0, NCBI Gene:51097, RefSeq DNA:NT_167186, RefSeq Protein:NP_057086, RefSeq RNA:NM_016002, UniProtKB:Q8NBX0	No	chr1	246887378	246931439	246724076	246768137
PA34984	6319	HGNC:10571	ENSG00000099194	stearoyl-CoA desaturase	SCD	acyl-CoA desaturase, delta-9-desaturase, fatty acid desaturase, stearoyl-CoA desaturase (delta-9-desaturase)	FADS5, SCD1, SCDOS	Yes	No	Comparative Toxicogenomics Database:6319, Ensembl:ENSG00000099194, GenAtlas:SCD, GeneCard:SCD, HGNC:HGNC:10571, HumanCyc Gene:HS01878, ModBase:Q9BS07, NCBI Gene:6319, OMIM:604031, RefSeq DNA:NT_030059, RefSeq Protein:NP_005054, RefSeq RNA:NM_005063, UCSC Genome Browser:NM_005063, UniProtKB:O00767	No	chr10	102106772	102124588	100347015	100364831
PA134934692	79966	HGNC:21088	ENSG00000145284	stearoyl-CoA desaturase 5	SCD5		ACOD4, FADS4, FLJ21032, HSCD5, SCD4	Yes	No	Ensembl:ENSG00000145284, GeneCard:SCD5, HGNC:HGNC:21088, HumanCyc Gene:HS07241, NCBI Gene:79966, OMIM:608370, RefSeq DNA:NT_016354, RefSeq Protein:NP_001032671, RefSeq Protein:NP_079182, RefSeq RNA:NM_001037582, RefSeq RNA:NM_024906, UniProtKB:Q86SK9, UniProtKB:Q86UC8	No	chr4	83550690	83720010	82629537	82798857
PA34986	8796	HGNC:10573	ENSG00000136155	sciellin	SCEL		FLJ21667, MGC22531	Yes	No	Comparative Toxicogenomics Database:8796, Ensembl:ENSG00000136155, GenAtlas:SCEL, GeneCard:SCEL, HGNC:HGNC:10573, HumanCyc Gene:HS06122, ModBase:O95171, NCBI Gene:8796, OMIM:604112, RefSeq DNA:NT_024524, RefSeq Protein:NP_001154178, RefSeq Protein:NP_003834, RefSeq Protein:NP_659001, RefSeq RNA:NM_001160706, RefSeq RNA:NM_003843, RefSeq RNA:NM_144777, UCSC Genome Browser:NM_003843, UniProtKB:B7Z797, UniProtKB:O95171	No	chr13	78109809	78219398	77535674	77645263
PA134946073	23256	HGNC:20726	ENSG00000092108	sec1 family domain containing 1	SCFD1		C14orf163, KIAA0917, RA410, SLY1, STXBP1L2	Yes	No	Comparative Toxicogenomics Database:23256, Ensembl:ENSG00000092108, GeneCard:SCFD1, HGNC:HGNC:20726, HumanCyc Gene:HS01759, ModBase:Q8WVM8, NCBI Gene:23256, RefSeq DNA:NT_026437, RefSeq Protein:NP_057190, RefSeq Protein:NP_878255, RefSeq RNA:NM_016106, RefSeq RNA:NM_182835, UniProtKB:B7Z4U7, UniProtKB:Q8WVM8	No	chr14	31091460	31205034	30622254	30735828
PA134953686	152579	HGNC:30676	ENSG00000184178	sec1 family domain containing 2	SCFD2		FLJ39514, STXBP1L1	Yes	No	Comparative Toxicogenomics Database:152579, Ensembl:ENSG00000184178, GeneCard:SCFD2, HGNC:HGNC:30676, ModBase:Q8WU76, NCBI Gene:152579, RefSeq DNA:NT_022853, RefSeq Protein:NP_689753, RefSeq RNA:NM_152540, UniProtKB:Q8WU76	No	chr4	53738797	54232242	52872630	53366111
PA34987	7857	HGNC:10575	ENSG00000171951	secretogranin II	SCG2	chromogranin C, secretoneurin	CHGC, SN, SgII	Yes	No	Comparative Toxicogenomics Database:7857, Ensembl:ENSG00000171951, GenAtlas:SCG2, GeneCard:SCG2, HGNC:HGNC:10575, HumanCyc Gene:HS10421, ModBase:P13521, NCBI Gene:7857, OMIM:118930, RefSeq DNA:NT_005403, RefSeq Protein:NP_003460, RefSeq RNA:NM_003469, UCSC Genome Browser:NM_003469, UniProtKB:P13521	No	chr2	224461658	224467217	223596940	223602499
PA34988	29106	HGNC:13707	ENSG00000104112	secretogranin III	SCG3		FLJ90833, SGIII	Yes	No	Comparative Toxicogenomics Database:29106, Ensembl:ENSG00000104112, GenAtlas:SCG3, GeneCard:SCG3, HGNC:HGNC:13707, HumanCyc Gene:HS12543, ModBase:Q8WXD2, NCBI Gene:29106, OMIM:611796, RefSeq DNA:NG_013214, RefSeq DNA:NT_010194, RefSeq Protein:NP_001158729, RefSeq Protein:NP_037375, RefSeq RNA:NM_001165257, RefSeq RNA:NM_013243, UCSC Genome Browser:NM_013243, UniProtKB:B4DK99, UniProtKB:Q8WXD2	No	chr15	51973550	52013223	51681353	51721026
PA35724	6447	HGNC:10816	ENSG00000166922	secretogranin V	SCG5	prohormone convertase chaperone, secretogranin V (7B2 protein)	7B2, SGNE1, SgV	Yes	No	Comparative Toxicogenomics Database:6447, Ensembl:ENSG00000166922, GenAtlas:SCG5, GeneCard:SCG5, HGNC:HGNC:10816, HumanCyc Gene:HS09480, NCBI Gene:6447, OMIM:173120, RefSeq DNA:NT_010194, RefSeq Protein:NP_001138229, RefSeq Protein:NP_003011, RefSeq RNA:NM_001144757, RefSeq RNA:NM_003020, UCSC Genome Browser:NM_003020, UniProtKB:P05408, UniProtKB:Q6FHD0	No	chr15	32933757	32989299	32641669	32697097
PA34989	7356	HGNC:12523	ENSG00000149021	secretoglobin family 1A member 1	SCGB1A1	"""Uteroglobin (Clara cell specific 10-kD protein)"", ""Uteroglobin (Clara-cell specific 10-kD protein)"", ""club cell protein 16"", ""club secretory protein 16"", ""secretoglobin, family 1A, member 1 (uteroglobin)"""	CC10, CC16, CCSP, UGB	Yes	No	Comparative Toxicogenomics Database:7356, Ensembl:ENSG00000149021, GenAtlas:SCGB1A1, GeneCard:SCGB1A1, HGNC:HGNC:12523, HumanCyc Gene:HS07578, ModBase:P11684, NCBI Gene:7356, OMIM:192020, OMIM:600807, RefSeq DNA:NG_021331, RefSeq DNA:NT_167190, RefSeq Protein:NP_003348, RefSeq RNA:NM_003357, UCSC Genome Browser:NM_003357, UniProtKB:P11684	No	chr11	62186507	62190678	62419035	62423206
PA134928324	147199	HGNC:18394	ENSG00000188076	secretoglobin family 1C member 1	SCGB1C1	secretoglobin, family 1C, member 1	RYD5	Yes	No	Comparative Toxicogenomics Database:147199, Ensembl:ENSG00000188076, GeneCard:SCGB1C1, HGNC:HGNC:18394, ModBase:Q8TD33, NCBI Gene:147199, OMIM:610176, RefSeq DNA:NT_009237, RefSeq Protein:NP_663626, RefSeq RNA:NM_145651	No	chr11	188101	194575	187881	194575
PA166123734	653486	HGNC:51242	ENSG00000268320	secretoglobin family 1C member 2	SCGB1C2	secretoglobin, family 1C, member 2		Yes	No	Ensembl:ENSG00000268320, HGNC:HGNC:51242, NCBI Gene:653486	No					
PA34990	10648	HGNC:18395	ENSG00000168515	secretoglobin family 1D member 1	SCGB1D1	"""lipophilin A (uteroglobin family member)"", ""prostatein-like lipophilin A"", ""secretoglobin, family 1D, member 1"""	LIPA, LPHA, MGC71958	Yes	No	Comparative Toxicogenomics Database:10648, Ensembl:ENSG00000168515, GenAtlas:SCGB1D1, GeneCard:SCGB1D1, HGNC:HGNC:18395, HumanCyc Gene:HS09778, ModBase:O95968, NCBI Gene:10648, RefSeq DNA:NT_167190, RefSeq Protein:NP_006543, RefSeq RNA:NM_006552, UCSC Genome Browser:NM_006552, UniProtKB:O95968	No	chr11	61957710	61961009	62190238	62193537
PA34991	10647	HGNC:18396	ENSG00000124935	secretoglobin family 1D member 2	SCGB1D2	"""lipophilin B (uteroglobin family member), prostatein-like"", ""prostatein-like lipophilin B"", ""secretoglobin, family 1D, member 2"""	LIPB, LPHB	Yes	No	Comparative Toxicogenomics Database:10647, Ensembl:ENSG00000124935, GenAtlas:SCGB1D2, GeneCard:SCGB1D2, HGNC:HGNC:18396, HumanCyc Gene:HS04847, ModBase:O95969, NCBI Gene:10647, RefSeq DNA:NT_167190, RefSeq Protein:NP_006542, RefSeq RNA:NM_006551, UCSC Genome Browser:NM_006551, UniProtKB:O95969	No	chr11	62009102	62012280	62242252	62244808
PA142670946	404552	HGNC:31748	ENSG00000197745	secretoglobin family 1D member 4	SCGB1D4	secretoglobin, family 1D, member 4	IIS	Yes	No	Ensembl:ENSG00000197745, GeneCard:SCGB1D4, HGNC:HGNC:31748, ModBase:Q6XE38, NCBI Gene:404552, RefSeq DNA:NT_167190, RefSeq Protein:NP_996881, RefSeq RNA:NM_206998, UniProtKB:Q6XE38	No	chr11	62063754	62066536	62296282	62299064
PA34992	4246	HGNC:7051	ENSG00000124939	secretoglobin family 2A member 1	SCGB2A1	"""lacryglobin"", ""lipophilin C"", ""mammaglobin B"", ""secretoglobin, family 2A, member 1"""	LPHC, MGB2, MGC71973, UGB3	Yes	No	Comparative Toxicogenomics Database:4246, Ensembl:ENSG00000124939, GenAtlas:SCGB2A1, GeneCard:SCGB2A1, HGNC:HGNC:7051, HumanCyc Gene:HS04848, ModBase:O75556, NCBI Gene:4246, OMIM:604398, RefSeq DNA:NT_167190, RefSeq Protein:NP_002398, RefSeq RNA:NM_002407, UCSC Genome Browser:NM_002407, UniProtKB:O75556	No	chr11	61976140	61981411	62208668	62213939
PA34993	4250	HGNC:7050	ENSG00000110484	secretoglobin family 2A member 2	SCGB2A2	"""mammaglobin A"", ""mammaglobin-A"", ""secretoglobin, family 2A, member 2"""	MGB1, MGC71974, PSBP1, UGB2	Yes	No	Comparative Toxicogenomics Database:4250, Ensembl:ENSG00000110484, GenAtlas:SCGB2A2, GeneCard:SCGB2A2, HGNC:HGNC:7050, HumanCyc Gene:HS03315, ModBase:Q13296, NCBI Gene:4250, OMIM:605562, RefSeq DNA:NT_167190, RefSeq Protein:NP_002402, RefSeq RNA:NM_002411, UCSC Genome Browser:NM_002411, UniProtKB:Q13296	No	chr11	62037630	62040628	62270130	62273160
PA164725574	284402	HGNC:27616	ENSG00000205209	secretoglobin family 2B member 2	SCGB2B2	secretoglobin, family 2B, member 2	SCGB4A2, SCGBL	Yes	No	Ensembl:ENSG00000205209, GeneCard:SCGBL, HGNC:HGNC:27616, NCBI Gene:284402, RefSeq DNA:NT_011109, RefSeq Protein:NP_001020762, RefSeq RNA:NM_001025591, UniProtKB:Q4G0G5	No	chr19	35084346	35085490	34590625	34594585
PA34994	92304	HGNC:18384	ENSG00000161055	secretoglobin family 3A member 1	SCGB3A1	"""cytokine high in normal-1"", ""pneumo secretory protein 2"", ""secretoglobin, family 3A, member 1"""	HIN-1, HIN1, LU105, PnSP-2, UGRP2	Yes	Yes	Comparative Toxicogenomics Database:92304, Ensembl:ENSG00000161055, GenAtlas:SCGB3A1, GeneCard:SCGB3A1, HGNC:HGNC:18384, HumanCyc Gene:HS08568, NCBI Gene:92304, OMIM:606500, RefSeq DNA:NT_023133, RefSeq Protein:NP_443095, RefSeq RNA:NM_052863, UCSC Genome Browser:NM_052863, UniProtKB:Q96QR1	No	chr5	180017105	180018487	180590105	180591487
PA34995	117156	HGNC:18391	ENSG00000164265	secretoglobin family 3A member 2	SCGB3A2	"""pneumo secretory protein 1"", ""secretoglobin, family 3A, member 2"", ""uteroglobin related protein 1"", ""uteroglobin-related protein 1"""	LU103, PNSP1, UGRP1	Yes	No	Comparative Toxicogenomics Database:117156, Ensembl:ENSG00000164265, GenAtlas:SCGB3A2, GeneCard:SCGB3A2, HGNC:HGNC:18391, HumanCyc Gene:HS15177, NCBI Gene:117156, OMIM:600807, OMIM:606531, RefSeq DNA:NG_016867, RefSeq DNA:NT_029289, RefSeq Protein:NP_473364, RefSeq RNA:NM_054023, UCSC Genome Browser:NM_054023, UniProtKB:Q2L6B3, UniProtKB:Q96PL1	No	chr5	147258274	147261756	147878711	147882193
PA38428	10590	HGNC:16941	ENSG00000079689	secretagogin, EF-hand calcium binding protein	SCGN	calbindin-like	CALBL, DJ501N12.8, SECRET, SEGN	Yes	No	Ensembl:ENSG00000079689, GenAtlas:SCGN, GeneCard:SCGN, HGNC:HGNC:16941, HumanCyc Gene:HS01334, ModBase:O76038, NCBI Gene:10590, OMIM:609202, RefSeq DNA:NT_007592, RefSeq Protein:NP_008929, RefSeq RNA:NM_006998, UCSC Genome Browser:NM_006998, UniProtKB:O76038	No	chr6	25652429	25702011	25652201	25701783
PA34997	29970	HGNC:15678	ENSG00000151967, ENSG00000250588	schwannomin interacting protein 1	SCHIP1	schwannomin interacting protein 1 variant 1, schwannomin interacting protein 1 variant 2	SCHIP-1	Yes	No	Comparative Toxicogenomics Database:29970, Ensembl:ENSG00000151967, Ensembl:ENSG00000250588, GenAtlas:SCHIP1, GeneCard:SCHIP1, HGNC:HGNC:15678, HumanCyc Gene:HS07785, ModBase:Q9P0W5, NCBI Gene:29970, RefSeq DNA:NT_005612, RefSeq Protein:NP_001184036, RefSeq Protein:NP_001184037, RefSeq Protein:NP_001184038, RefSeq Protein:NP_055390, RefSeq RNA:NM_001197107, RefSeq RNA:NM_001197108, RefSeq RNA:NM_001197109, RefSeq RNA:NM_014575, UCSC Genome Browser:NM_014575, UniProtKB:Q9P0W5	No	chr3	158991036	159615155	159273247	159897366
PA162378517	388325	HGNC:33504	ENSG00000161929	SLP adaptor and CSK interacting membrane protein	SCIMP	SLP65/SLP76, Csk-interacting membrane protein	C17orf87, DTFT5783, FLJ32580, MGC163426, MGC163428, UNQ5783	Yes	No	Ensembl:ENSG00000161929, GeneCard:C17orf87, HGNC:HGNC:33504, ModBase:Q6UWF3, NCBI Gene:388325, RefSeq DNA:NT_010718, RefSeq Protein:NP_996986, RefSeq RNA:NM_207103, UniProtKB:Q6UWF3	No	chr17	5112215	5138997	5208920	5234860
PA134981389	85477	HGNC:21695	ENSG00000006747	scinderin	SCIN		KIAA1905, adseverin	Yes	No	Comparative Toxicogenomics Database:85477, Ensembl:ENSG00000006747, GeneCard:SCIN, HGNC:HGNC:21695, HumanCyc Gene:HS00194, ModBase:Q9Y6U3, NCBI Gene:85477, OMIM:613416, RefSeq DNA:NT_007819, RefSeq DNA:NT_079592, RefSeq Protein:NP_001106177, RefSeq Protein:NP_149119, RefSeq RNA:NM_001112706, RefSeq RNA:NM_033128, UniProtKB:Q9Y6U3	No	chr7	12609989	12693228	12570349	12653603
PA147357369	132320	HGNC:26406	ENSG00000151466	sodium channel and clathrin linker 1	SCLT1		FLJ30655, hCAP-1A	Yes	No	Ensembl:ENSG00000151466, GeneCard:SCLT1, HGNC:HGNC:26406, HumanCyc Gene:HS14368, ModBase:Q96NL6, NCBI Gene:132320, OMIM:611399, RefSeq DNA:NT_016354, RefSeq Protein:NP_653244, RefSeq RNA:NM_144643, UniProtKB:Q96NL6	No	chr4	129805148	130014764	128875206	129093607
PA134979359	51540	HGNC:18161	ENSG00000132330	selenocysteine lyase	SCLY	putative selenocysteine lyase	SCL	Yes	No	Ensembl:ENSG00000132330, GeneCard:SCLY, HGNC:HGNC:18161, ModBase:Q96I15, NCBI Gene:51540, OMIM:611056, RefSeq DNA:NT_005120, RefSeq Protein:NP_057594, RefSeq RNA:NM_016510, UniProtKB:Q96I15	No	chr2	238969565	239008054	238060924	238099413
PA134870272	22955	HGNC:19003	ENSG00000010803	Scm polycomb group protein homolog 1	SCMH1	sex comb on midleg homolog 1 (Drosophila)	Scml3	Yes	No	Ensembl:ENSG00000010803, GeneCard:SCMH1, HGNC:HGNC:19003, HumanCyc Gene:HS00292, ModBase:Q96GD3, NCBI Gene:22955, RefSeq DNA:NT_032977, RefSeq Protein:NP_001026864, RefSeq Protein:NP_001165689, RefSeq Protein:NP_001165690, RefSeq Protein:NP_001165691, RefSeq Protein:NP_001165692, RefSeq Protein:NP_001165693, RefSeq Protein:NP_036368, RefSeq RNA:NM_001031694, RefSeq RNA:NM_001172218, RefSeq RNA:NM_001172219, RefSeq RNA:NM_001172220, RefSeq RNA:NM_001172221, RefSeq RNA:NM_001172222, RefSeq RNA:NM_012236, UniProtKB:B3KMZ7, UniProtKB:B4DRQ8, UniProtKB:Q96GD3	No	chr1	41492871	41707815	41027199	41242155
PA34998	6322	HGNC:10580	ENSG00000047634	Scm polycomb group protein like 1	SCML1	sex comb on midleg-like 1 (Drosophila)		Yes	No	Ensembl:ENSG00000047634, GenAtlas:SCML1, GeneCard:SCML1, HGNC:HGNC:10580, HumanCyc Gene:HS00593, ModBase:Q9UN30, NCBI Gene:6322, OMIM:300227, RefSeq DNA:NT_167197, RefSeq Protein:NP_001032624, RefSeq Protein:NP_001032625, RefSeq Protein:NP_001032629, RefSeq Protein:NP_006737, RefSeq RNA:NM_001037535, RefSeq RNA:NM_001037536, RefSeq RNA:NM_001037540, RefSeq RNA:NM_006746, UCSC Genome Browser:NM_006746, UniProtKB:Q9UN30	No	chrX	17755591	17773105	17737449	17754988
PA34999	10389	HGNC:10581	ENSG00000102098	Scm polycomb group protein like 2	SCML2	sex comb on midleg-like 2 (Drosophila)		Yes	No	Ensembl:ENSG00000102098, GenAtlas:SCML2, GeneCard:SCML2, HGNC:HGNC:10581, HumanCyc Gene:HS02351, ModBase:Q9UQR0, NCBI Gene:10389, OMIM:300208, RefSeq DNA:NG_021431, RefSeq DNA:NT_167197, RefSeq Protein:NP_006080, RefSeq RNA:NM_006089, RefSeq RNA:NR_033717, UCSC Genome Browser:NM_006089, UniProtKB:Q9UQR0	No	chrX	18257433	18372844	18239313	18355089
PA134946179	256380	HGNC:21397	ENSG00000146285	Scm polycomb group protein like 4	SCML4	sex comb on midleg-like 4 (Drosophila)	dJ47M23.1	Yes	No	Ensembl:ENSG00000146285, GeneCard:SCML4, HGNC:HGNC:21397, NCBI Gene:256380, RefSeq DNA:NT_025741, RefSeq Protein:NP_932347, RefSeq RNA:NM_198081, UniProtKB:Q8N228	No	chr6	108023361	108145521	107697297	107845959
PA35000	6336	HGNC:10582	ENSG00000185313	sodium voltage-gated channel alpha subunit 10	SCN10A	"""peripheral nerve sodium channel 3"", ""sensory neuron sodium channel"", ""sodium channel, voltage-gated, type X, alpha subunit"""	Nav1.8, PN3, SNS, hPN3	Yes	Yes	Ensembl:ENSG00000185313, GenAtlas:SCN10A, GeneCard:SCN10A, HGNC:HGNC:10582, IUPHAR Receptor:585, ModBase:Q9Y5Y9, NCBI Gene:6336, OMIM:604427, RefSeq DNA:NT_022517, RefSeq Protein:NP_006505, RefSeq RNA:NM_006514, UCSC Genome Browser:NM_006514, UniProtKB:Q9Y5Y9	No	chr3	38738837	38835501	38697110	38794010
PA35001	11280	HGNC:10583	ENSG00000168356	sodium voltage-gated channel alpha subunit 11	SCN11A	sodium channel, voltage-gated, type XI, alpha subunit	NaN, Nav1.9, SCN12A, SNS-2	Yes	No	Comparative Toxicogenomics Database:11280, Ensembl:ENSG00000168356, GenAtlas:SCN11A, GeneCard:SCN11A, HGNC:HGNC:10583, HumanCyc Gene:HS09738, IUPHAR Receptor:586, ModBase:Q9UI33, NCBI Gene:11280, OMIM:604385, RefSeq DNA:NT_022517, RefSeq Protein:NP_054858, RefSeq RNA:NM_014139, UCSC Genome Browser:NM_014139, UniProtKB:Q9UI33	No	chr3	38887260	38995136	38845764	39051986
PA301	6323	HGNC:10585	ENSG00000144285	sodium voltage-gated channel alpha subunit 1	SCN1A	sodium channel, voltage-gated, type I, alpha subunit	FEB3, GEFSP2, HBSCI, NAC1, Nav1.1, SCN1, SMEI	Yes	Yes	Comparative Toxicogenomics Database:6323, Ensembl:ENSG00000144285, GenAtlas:SCN1A, GeneCard:SCN1A, HGNC:HGNC:10585, HumanCyc Gene:HS07163, IUPHAR Receptor:578, ModBase:P35498, NCBI Gene:6323, OMIM:182389, OMIM:604233, OMIM:604403, OMIM:607208, OMIM:609634, RefSeq DNA:NG_011906, RefSeq DNA:NT_005403, RefSeq Protein:NP_001159435, RefSeq Protein:NP_001159436, RefSeq Protein:NP_001189364, RefSeq Protein:NP_008851, RefSeq RNA:NM_001165963, RefSeq RNA:NM_001165964, RefSeq RNA:NM_001202435, RefSeq RNA:NM_006920, UCSC Genome Browser:NM_006920, UniProtKB:P35498, UniProtKB:Q8IUJ6	No	chr2	166845670	167005642	165989160	166149216
